scian_codigo,scian_nivel,scian_titulo,serio_sector,serio_nombre,evidence_type,status,priority,mapping_type,source,justification,reviewed_by,review_date,notes,crosswalk_version,scian_version,serio_version,generated_at,generated_by
3332,RAMA,"Fabricación de maquinaria y equipo para las industrias manufactureras, excepto la metalmecánica",333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 333 ('Fabricación de maquinaria y equipo'), asignado al sector SERIO 'Fabricación de maquinaria y equipo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3333,RAMA,Fabricación de maquinaria y equipo para el comercio y los servicios,333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 333 ('Fabricación de maquinaria y equipo'), asignado al sector SERIO 'Fabricación de maquinaria y equipo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3334,RAMA,"Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 333 ('Fabricación de maquinaria y equipo'), asignado al sector SERIO 'Fabricación de maquinaria y equipo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3335,RAMA,Fabricación de maquinaria y equipo para la industria metalmecánica,333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 333 ('Fabricación de maquinaria y equipo'), asignado al sector SERIO 'Fabricación de maquinaria y equipo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3336,RAMA,"Fabricación de motores de combustión interna, turbinas y transmisiones",333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 333 ('Fabricación de maquinaria y equipo'), asignado al sector SERIO 'Fabricación de maquinaria y equipo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3339,RAMA,Fabricación de otra maquinaria y equipo para la industria en general,333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 333 ('Fabricación de maquinaria y equipo'), asignado al sector SERIO 'Fabricación de maquinaria y equipo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3341,RAMA,Fabricación de computadoras y equipo periférico,334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'), asignado al sector SERIO 'Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3342,RAMA,Fabricación de equipo de comunicación,334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'), asignado al sector SERIO 'Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3343,RAMA,Fabricación de equipo de audio y de video,334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'), asignado al sector SERIO 'Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3344,RAMA,Fabricación de componentes electrónicos,334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'), asignado al sector SERIO 'Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3345,RAMA,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'), asignado al sector SERIO 'Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3346,RAMA,Fabricación y reproducción de medios magnéticos y ópticos,334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'), asignado al sector SERIO 'Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3351,RAMA,Fabricación de accesorios de iluminación,335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'), asignado al sector SERIO 'Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3352,RAMA,Fabricación de aparatos eléctricos de uso doméstico,335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'), asignado al sector SERIO 'Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3353,RAMA,Fabricación de equipo de generación y distribución de energía eléctrica,335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'), asignado al sector SERIO 'Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3359,RAMA,Fabricación de otros equipos y accesorios eléctricos,335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'), asignado al sector SERIO 'Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 335 ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3361,RAMA,Fabricación de automóviles y camiones,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3362,RAMA,Fabricación de carrocerías y remolques,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3363,RAMA,Fabricación de partes para vehículos automotores,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3364,RAMA,Fabricación de equipo aeroespacial,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3365,RAMA,Fabricación de equipo ferroviario,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3366,RAMA,Fabricación de embarcaciones,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3369,RAMA,Fabricación de otro equipo de transporte,336,Fabricación de equipo de transporte,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3371,RAMA,"Fabricación de muebles, excepto de oficina y estantería",337,"Fabricación de muebles, colchones y persianas",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 337 ('Fabricación de muebles, colchones y persianas'), asignado al sector SERIO 'Fabricación de muebles, colchones y persianas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 337 ('Fabricación de muebles, colchones y persianas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de muebles, colchones y persianas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3372,RAMA,Fabricación de muebles de oficina y estantería,337,"Fabricación de muebles, colchones y persianas",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 337 ('Fabricación de muebles, colchones y persianas'), asignado al sector SERIO 'Fabricación de muebles, colchones y persianas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 337 ('Fabricación de muebles, colchones y persianas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de muebles, colchones y persianas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3379,RAMA,"Fabricación de colchones, persianas y cortineros",337,"Fabricación de muebles, colchones y persianas",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 337 ('Fabricación de muebles, colchones y persianas'), asignado al sector SERIO 'Fabricación de muebles, colchones y persianas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 337 ('Fabricación de muebles, colchones y persianas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de muebles, colchones y persianas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3391,RAMA,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",339,Otras industrias manufactureras,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 339 ('Otras industrias manufactureras'), asignado al sector SERIO 'Otras industrias manufactureras'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 339 ('Otras industrias manufactureras') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otras industrias manufactureras'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
3399,RAMA,Otras industrias manufactureras,339,Otras industrias manufactureras,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 339 ('Otras industrias manufactureras'), asignado al sector SERIO 'Otras industrias manufactureras'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 339 ('Otras industrias manufactureras') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otras industrias manufactureras'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4311,RAMA,Comercio al por mayor de abarrotes y alimentos,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4312,RAMA,"Comercio al por mayor de bebidas, hielo y tabaco",431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
