"nivel_scian","codigo_scian","descripcion_scian","sector_serio","confianza","requiere_revision","justificacion"
"rama","3363","Fabricación de partes para vehículos automotores","Fabricación de equipo de transporte","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional."
"rama","3364","Fabricación de equipo aeroespacial","Fabricación de equipo de transporte","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional."
"rama","3365","Fabricación de equipo ferroviario","Fabricación de equipo de transporte","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional."
"rama","3366","Fabricación de embarcaciones","Fabricación de equipo de transporte","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional."
"rama","3369","Fabricación de otro equipo de transporte","Fabricación de equipo de transporte","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 336 ('Fabricación de equipo de transporte'), asignado al sector SERIO 'Fabricación de equipo de transporte'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 336 ('Fabricación de equipo de transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de transporte'). No requiere inferencia económica adicional."
"rama","3371","Fabricación de muebles, excepto de oficina y estantería","Fabricación de muebles, colchones y persianas","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 337 ('Fabricación de muebles, colchones y persianas'), asignado al sector SERIO 'Fabricación de muebles, colchones y persianas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 337 ('Fabricación de muebles, colchones y persianas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de muebles, colchones y persianas'). No requiere inferencia económica adicional."
"rama","3372","Fabricación de muebles de oficina y estantería","Fabricación de muebles, colchones y persianas","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 337 ('Fabricación de muebles, colchones y persianas'), asignado al sector SERIO 'Fabricación de muebles, colchones y persianas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 337 ('Fabricación de muebles, colchones y persianas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de muebles, colchones y persianas'). No requiere inferencia económica adicional."
"rama","3379","Fabricación de colchones, persianas y cortineros","Fabricación de muebles, colchones y persianas","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 337 ('Fabricación de muebles, colchones y persianas'), asignado al sector SERIO 'Fabricación de muebles, colchones y persianas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 337 ('Fabricación de muebles, colchones y persianas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de muebles, colchones y persianas'). No requiere inferencia económica adicional."
"rama","3391","Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos","Otras industrias manufactureras","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 339 ('Otras industrias manufactureras'), asignado al sector SERIO 'Otras industrias manufactureras'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 339 ('Otras industrias manufactureras') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otras industrias manufactureras'). No requiere inferencia económica adicional."
"rama","3399","Otras industrias manufactureras","Otras industrias manufactureras","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 339 ('Otras industrias manufactureras'), asignado al sector SERIO 'Otras industrias manufactureras'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 339 ('Otras industrias manufactureras') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otras industrias manufactureras'). No requiere inferencia económica adicional."
"rama","4311","Comercio al por mayor de abarrotes y alimentos","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'). No requiere inferencia económica adicional."
"rama","4312","Comercio al por mayor de bebidas, hielo y tabaco","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 431 ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'). No requiere inferencia económica adicional."
"rama","4321","Comercio al por mayor de productos textiles y calzado","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 432 ('Comercio al por mayor de productos textiles y calzado'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 432 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4331","Comercio al por mayor de productos farmacéuticos","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4332","Comercio al por mayor de artículos de perfumería, cosméticos y joyería","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4333","Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4334","Comercio al por mayor de artículos de papelería, libros, revistas y periódicos","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4335","Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4341","Comercio al por mayor de materias primas agropecuarias y forestales","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 434 ('Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 434 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4342","Comercio al por mayor de materias primas para la industria","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 434 ('Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 434 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4343","Comercio al por mayor de materiales de desecho","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 434 ('Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 434 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4351","Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 435 ('Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 435 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4352","Comercio al por mayor de maquinaria y equipo para la industria","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 435 ('Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 435 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4353","Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 435 ('Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 435 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4354","Comercio al por mayor de mobiliario y equipo de cómputo y de oficina, y de otra maquinaria y equipo de uso general","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 435 ('Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 435 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4361","Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 436 ('Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 436 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4373","Intermediación de comercio al por mayor","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 437 ('Intermediación de comercio al por mayor'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 437 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación)."
"rama","4611","Comercio al por menor de abarrotes y alimentos","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 461 ('Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 461 ('Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'). No requiere inferencia económica adicional."
"rama","4612","Comercio al por menor de bebidas, hielo y tabaco","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 461 ('Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 461 ('Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'). No requiere inferencia económica adicional."
"rama","4621","Comercio al por menor en tiendas de autoservicio","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 462 ('Comercio al por menor en tiendas de autoservicio y departamentales'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 462 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4622","Comercio al por menor en tiendas departamentales","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 462 ('Comercio al por menor en tiendas de autoservicio y departamentales'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 462 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4631","Comercio al por menor de productos textiles, excepto ropa","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 463 ('Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 463 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4632","Comercio al por menor de ropa, bisutería y accesorios de vestir","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 463 ('Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 463 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4633","Comercio al por menor de calzado","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 463 ('Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 463 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4641","Comercio al por menor de artículos para el cuidado de la salud","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 464 ('Comercio al por menor de artículos para el cuidado de la salud'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 464 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4651","Comercio al por menor de artículos de perfumería y joyería","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 465 ('Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 465 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4652","Comercio al por menor de artículos para el esparcimiento","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 465 ('Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 465 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4653","Comercio al por menor de artículos de papelería, libros, revistas y periódicos","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 465 ('Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 465 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4659","Comercio al por menor de mascotas y sus accesorios, regalos, artículos religiosos, desechables, artesanías y otros artículos de uso personal","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 465 ('Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 465 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4661","Comercio al por menor de muebles para el hogar y otros enseres domésticos","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 466 ('Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 466 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4662","Comercio al por menor de mobiliario, equipo y accesorios de cómputo, teléfonos y otros aparatos de comunicación","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 466 ('Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 466 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
